sid,role,conversation,start_time,end_time
1728970620748034049,客户,基本上车只是,177930,179450
1728970620748034049,客户,必备的，我希望尽快能给我处理一下，最好是八号。,179710,182870
1728970620748034049,客户,我需要八我八号特地请假准备过去装。,183070,185790
1728970620748034049,坐席,想要八号进店安装的是吧？,185790,188660
1728970620748034049,坐席,明天是吧吴先生？,188940,191010
1728970620748034049,客户,是的，好的。,191250,192570
1728970620748034049,坐席,我们明白了，稍后我们马上联系一下4S店负责人对接，然后会让他尽快给您回复沟通这个时间的事情，吴先生确认一下，我们这边看到您是九月二十七号,192570,202540
1728970620748034049,坐席,四s4S店买的这款车吗先生？,203390,205680
1728970620748034049,客户,是的，当时提车。,206470,208010
1728970620748034049,坐席,好的，车牌号有上好牌吗？方便告知吗？,208230,211910
1728970620748034049,客户,牌还没有寄过来，有临时的也算是选号了。,212670,216950
1728970620748034049,坐席,好的，我们明白了先生，再征求一下您的意见，吴先生，您看这个问题是按照咨询处理，还是按照投诉为您处理？,217280,225260
1728970620748034049,客户,他希望按照投诉，因为之前跟他们说了几遍，一直都是沟通过。,227420,232550
1728970620748034049,坐席,好的明白了吴先生，也就是在之前给您带来不好的体验了，我们马上协调4S店这边会让他尽快给予您答复的，吴先生，好的。,232830,242400
1728970620748034049,客户,好的。,242510,243550
1728970620748034049,坐席,那稍后请对本次服务评价再见。,243750,245720
1728970620748034049,坐席,好的。,246300,247040
1728970621641420802,坐席,E,0,1820
1728970621641420802,坐席,八,2130,2750
1728970621641420802,坐席,三,3130,3940
1728970621641420802,坐席,客服代表为您服务。,4160,6490
1728970621641420802,坐席,您好，请问您服务吗？,6820,8850
1728970621641420802,客户,你好。,9770,10470
1728970621641420802,客户,要投诉,10940,11990
1728970621641420802,客户,海瑞便利息。,12910,14490
1728970621641420802,客户,北京海莲丽洁店能投诉的到吗？,14990,18700
1728970621641420802,坐席,您看隧道是有问题的郑先生。,19060,20940
1728970621641420802,客户,销售我预约,22580,25310
1728970621641420802,客户,预约贴膜，销售一直打印不米饭，,25660,28690
1728970621641420802,客户,这都一个多星期了，现在还没结果，还不回我消息，,29150,32870
1728970621641420802,客户,一直让我等待，,33160,34390
1728970621641420802,客户,不说了是三天,34700,36550
1728970621641420802,客户,三千。,37940,38740
1728970621641420802,客户,提前三天的时候就可以一个星期了就一直让等待。,38950,43720
1728970621641420802,客户,我现在也没那么多时间，不能让我一直等下去。,44410,48320
1728970621641420802,坐席,首先的话您说的是预约贴膜，但是一直没有处理，,49870,54440
1728970621641420802,坐席,之前说是提前三天,54670,57330
1728970621641420802,坐席,预约贴膜吗先生？,57700,59110
1728970621641420802,坐席,您好，可以听到吗？,64940,66680
1728970621641420802,坐席,是您现在想要预约贴膜，,68820,71140
1728970621641420802,坐席,万一是一直预约不上吗先生，还是您因为刚刚您说一直没有处理。,72240,76920
1728970621641420802,客户,不是约不上跟他说，他就说一直在反馈，,78510,81810
1728970621641420802,客户,一直在找，,82080,83900
1728970621641420802,客户,找人处理，但是一直都在处理，,84130,86870
1728970621641420802,客户,低了八千左右，,87150,89320
1728970621641420802,客户,还是同样的结果，,89850,91850
1728970621641420802,客户,我现在连续等了八天了，,93410,95440
1728970621641420802,客户,我马上就放假回家了，,95670,98210
1728970621641420802,客户,还有假期就结束了。,98430,100410
1728970621641420802,客户,你说。,101770,102370
1728970621641420802,客户,你说这客服一直,103050,104820
1728970621641420802,客户,做销售，一直答应不干事。,105210,107590
1728970621641420802,坐席,确实抱歉，您的销售顾问的话是哪一位郑先生？,109070,112500
1728970621641420802,客户,是海绵地铁的。,113830,116090
1728970621641420802,坐席,好，您看我跟您确认一下。,116880,119220
1728970621641420802,坐席,是北京海宁。,119460,122090
1728970621641420802,客户,海蓝立决、郑立成。,123690,125170
1728970621641420802,坐席,郑立成是吗？,125170,127170
1728970621641420802,客户,项利康。,128040,129270
1728970621641420802,客户,好的。,129520,130010
1728970621641420802,坐席,郑立涛。,130240,131640
1728970621641420802,坐席,对。,132920,134080
1728970621641420802,客户,我们。,134800,135560
1728970621641420802,坐席,要保时捷型号做好东西，稍后第一时间我们也会联系到经销商领导确认一下，对于刚刚您说贴膜等相关问题先生。,135560,143400
1728970621641420802,客户,对，我要求尽快能够安排上。,144890,147820
1728970621641420802,客户,最好明天，因为我已经,148070,149670
1728970621641420802,客户,等了八天了。,149920,151280
1728970621641420802,客户,算了一下，你们先第几天我已经没时间了。,151640,155710
1728970621641420802,坐席,您现在希望能最尽快贴膜，最好是明天是吗？,159670,164330
1728970621641420802,客户,对，因为我已经等了很长时间了。,165510,168100
1728970621641420802,坐席,我们会保时捷情况做好登记了，稍后第一时间一会马上先核实一下。,168690,173130
1728970621641420802,坐席,我先跟您确认一下，您看这些信息是否正确。,173390,176750
1728970621641420802,坐席,您这边的话是郑建通先生对吗？,176950,179220
1728970621641420802,客户,对。,180590,181010
1728970621641420802,坐席,电话就是来电的幺三八三幺八七九九五七。,181300,185520
1728970621641420802,坐席,目前购买的是一台,185840,187290
1728970621641420802,坐席,速腾车辆一点五的。,187510,189000
1728970621641420802,客户,对。,190810,191560
1728970621641420802,坐席,好，因为暂时的话可能车牌没有看到完全现在车辆有上牌吗郑先生？,191800,196800
1728970621641420802,客户,有上牌。,198120,199020
1728970621641420802,坐席,好，如果有上牌的话，也可以把您的车牌号码跟我们说一下，我们做一个登记，方便您后续致电。,199230,204490
1728970621641420802,客户,可以。,207020,207680
1728970621641420802,客户,是g高。,208790,210220
1728970621641420802,客户,我稍等我看一下，后面我忘了。,213160,215010
1728970621641420802,客户,Ggle三五七e三。,219600,222140
1728970621641420802,坐席,耗电gle三五七，然后字母e三对吗？,223920,227760
1728970621641420802,客户,对。,229020,229430
1728970621641420802,坐席,好了解，我们稍后第一时间也会和经销商先确认一下对于贴膜等相关问题。,229950,235250
1728970621641420802,客户,好。,237320,238410
1728970621641420802,坐席,您看一下是否还有其他需要补充的郑先生？,239000,242140
1728970621641420802,客户,没有了。,243890,244490
1728970621641420802,坐席,好，也麻烦您先稍等，保持手机号码畅通都是我们应该做的。,244790,248550
1728970621641420802,坐席,好，我们就暂时先不打扰您，现在本次服务进行评价，再见。,251280,255010
1728970618491498497,坐席,您好。,180,1500
1728970618491498497,客户,二三九。,1500,3260
1728970618491498497,坐席,客服代表为您服务，您好，同事客席为您服务。,3500,8340
1728970618491498497,坐席,你好，我这边要投诉安徽，合肥就是一汽大众,8550,13090
1728970618491498497,坐席,庐阳店收收银台那边有个服务人员，,13340,18330
1728970618491498497,坐席,我今天早上去买车去提车，然后付款的时候他桌子上面放了两个码，,18590,24170
1728970618491498497,坐席,放了两个码以后，因为我对着我最近的码，因为他说要扫支付宝，我就用支付宝扫了，扫了以后，然后他就扫完以后也不知道是这个系统问题，还是说扫码，,24420,34810
1728970618491498497,坐席,可能就偏了，找旁边那个码了，然后应该就扫到微信上面去了，然后他态度就特别不好，老是跟他讲我扫错了扫错了，我就算是搞错了，我也是客户对不对？,34910,43830
1728970618491498497,坐席,有必要是这个态度跟我,43830,45300
1728970618491498497,坐席,跟我讲这个事情对不对？而且这个搞错了，都是你们家的码，钱也是到你们家单位里面去对不对？有必要是态度那么恶劣吗？当那么多人面态度那么恶劣，我就要投诉他。,45470,54790
1728970618491498497,客户,了解您先消消气，女士给您带来不好的服务体验，代表厂家向您表示歉意了，,55230,60850
1728970618491498497,客户,对于经销商出现的服务态度问题，厂家绝不姑息，稍后我也马上联系经销商了解详细情况好吗？,60940,67380
1728970618491498497,坐席,好的行，我都要投诉他，服务态度都很满意。,67910,70730
1728970618491498497,坐席,对，我是早上过一次去提车去付款的，对不对？我是客户，,70950,74480
1728970618491498497,坐席,就算我搞错了，我觉得你跟我好好讲也没有问题，对不对？或者问题怎么样去解决这个事情，没必要那个态度对不对？,74750,80870
1728970618491498497,客户,所以我买。,80870,81310
1728970618491498497,坐席,车我都一肚子火对不对？,81310,82840
1728970618491498497,客户,了解。,82970,83570
1728970618491498497,客户,是这样的，对于您反映的这个问题厂家也是非常重视，坚决不允许此类情况出现，我马上处理此事，对于经销商存在的问题厂家会严肃处理的。,83850,93510
1728970618491498497,坐席,行，我知道了，好谢谢，应该是的。,94180,96100
1728970618491498497,客户,女士，请您稍等一下，我跟您确认一下，您说的是安徽哪一家店呢？,96100,100250
1728970618491498497,坐席,安徽动力就是庐阳店这边就是他们总店。,100800,103500
1728970618491498497,客户,您稍等我确认一下。,103740,105740
1728970618491498497,客户,感谢您的耐心等待，您说的是安徽众力汽车销售服务有限公司在蒙城北路的店对吗？,106700,112910
1728970618491498497,坐席,是的。,113550,114390
1728970618491498497,客户,了解了，请问您贵姓怎么称呼您？,114670,116830
1728970618491498497,坐席,我姓刘，文刀刘。,116830,118310
1728970618491498497,客户,我是车主吗？刘女士，对是的。,118590,120670
1728970618491498497,坐席,我今天早上刚刚去提车，对，好的。,120670,123150
1728970618491498497,客户,想了解一下咱们购买的是大众哪一款车型，哪个排量？,123150,127150
1728970618491498497,坐席,Id六有个电池。,127270,128940
1728970618491498497,客户,好，这款车是pro的吗？,129480,131530
1728970618491498497,坐席,对吧？Plus是qq还是plus？,132800,136160
1728970618491498497,坐席,Pro这个版本是polo。,136730,139440
1728970618491498497,客户,版本是pro的，然后是id六plus版本pro的对吗？,139710,142720
1728970618491498497,坐席,对是的，了解了。,142990,144510
1728970618491498497,客户,咱们下定买车的号码也是这个号码对吗？刘女士？对。,144510,148320
1728970618491498497,坐席,下订单的是我老公的，是我老公的手机号，我要不要报给你？,148430,152820
1728970618491498497,客户,要求您提供一下。,153160,154760
1728970618491498497,坐席,幺七七五六五七,154760,156490
1728970618491498497,坐席,九九幺五。,157650,158650
1728970618491498497,客户,跟您核对一下刘女士，幺七七五六五七九九幺五对吗？,159110,163380
1728970618491498497,坐席,对，它在app上市订的是手机号订的。,163630,166720
1728970618491498497,客户,了解了，我想确认一下,167140,169400
1728970618491498497,客户,您的销售顾问是哪一位？,169590,171110
1728970618491498497,坐席,销售顾问服务态度挺好的。,171710,173640
1728970618491498497,坐席,叫张丽我觉得很满意。,173900,175900
1728970618491498497,客户,了解了。,175900,176900
1728970618491498497,坐席,主要就是收银台有个大姐，,176900,179210
1728970618491498497,坐席,年纪四五十岁一个大妈，泰州4S店的。,179310,182810
1728970618491498497,客户,您看当前咱们针对这个问题有什么要求，我也想带着您现在的要求给您沟通这个情况。,183170,188490
1728970618491498497,坐席,要求我让他给我道歉，,188490,190770
1728970618491498497,坐席,然后要他服务态度给我一个道歉，为什么对客户是态度？,190870,195830
1728970618491498497,坐席,还有就是如此恶劣，对，然后给我解释。,196180,199430
1728970618491498497,客户,我们会责成店里的工作人员重视对待此事，马上核实处理，对于态度、专业性、耐心等方面，我们会加强全员培训，整体提升改善的。,199630,208100
1728970618491498497,坐席,好行，就过去我也想了解一下，好。,208510,211470
1728970618491498497,客户,后续负责人回复您来电手机号就行，对吗？,211470,214550
1728970618491498497,坐席,对，就这个手机号，对，好的。,214770,216290
1728970618491498497,客户,尾号是幺。,216290,216890
1728970618491498497,坐席,六幺二对吗？,216890,217790
1728970618491498497,坐席,对幺六幺二，对，好的，马上再见。,218170,220250
1728970618491498497,客户,好的，你该做的刘女士再见。,220250,223160
1728970613252812801,坐席,您好，投诉坐席为您服务，你好。,0,3720
1728970613252812801,客户,这就是大众投诉热线的。,3720,7960
1728970613252812801,客户,是的。,8120,8610
1728970613252812801,客户,我二月三号今天二月三号我买那辆车到现在了，买了半年了，我我都进维修店，我都进了两次了，,10160,20680
1728970613252812801,客户,我说这车质量都不行。,21530,23530
1728970613252812801,坐席,咱们是具体出现什么问题了女士？,24440,27000
1728970613252812801,客户,头一次是,27890,30060
1728970613252812801,客户,头一次是语音功能好像是有问题，,30850,34320
1728970613252812801,客户,然后说Id六close，然后唤醒那个车，然后唤醒不起来，,34630,41830
1728970613252812801,客户,然后给我们出行,41950,45010
1728970613252812801,客户,进了维修就进了一趟，然后维修了一下。,45590,49320
1728970613252812801,客户,然后,49580,51010
1728970613252812801,客户,前几天之后，然后用漏水的车漏水，,51490,55130
1728970613252812801,客户,然后下雨的一个进去水了。,55390,57190
1728970613252812801,坐席,咱们是什么地方漏水女士？,57560,59670
1728970613252812801,客户,后备箱。,59950,61110
1728970613252812801,坐席,后备箱漏水。,61350,62290
1728970613252812801,坐席,咱们是后备箱的，大概是什么地方漏水？,62620,65350
1728970613252812801,客户,后备箱里面全都积满水了。,66110,68150
1728970613252812801,坐席,咱们有进店去维修车辆这个问题吗？他们有说是什么原因导致的？咱们后备箱会进水吗？,68670,74270
1728970613252812801,客户,密封性不好。,74890,76310
1728970613252812801,坐席,密封性不好，,77000,78300
1728970613252812801,坐席,在店内是给咱们什么样的解决方案，帮助咱们去处理问题。,80120,83200
1728970613252812801,客户,我不是说解决方案不解决方案，我都说我新买的车为什么一天半年我进去两次？,83200,89550
1728970613252812801,坐席,的确是抱歉女士给您带来这种不好的体验，目前您的诉求是什么呢？女士？,90400,94870
1728970613252812801,客户,我现在要求你们得给我一个说法。,95610,98810
1728970613252812801,坐席,要求店内给咱们一个说法是吧？,98810,100890
1728970613252812801,坐席,对，咱们是通过哪一家店进行的维修车辆，女士中纪。,100980,104580
1728970613252812801,客户,保定中纪。,104580,105450
1728970613252812801,坐席,好的，您稍等，这边查询一下。,105940,107710
1728970613252812801,坐席,我这边有查询到是在它的地址是否是在河北省保定市七一东路就是民营科技园内。,108160,115640
1728970613252812801,客户,对在冀东路上，好的，了解了。,115750,118150
1728970613252812801,坐席,目前咱们是按照什么流程来处理，女士，咱们是按照咨询流程我们帮您去沟通，还是按照投诉流程来处理？,118150,124310
1728970613252812801,客户,不送他现在我已经进了已经维修了，,124430,128340
1728970613252812801,客户,耽误了我们好几天的时间。,128600,131190
1728970613252812801,坐席,了解的女士的确是抱歉女士给您带来这种不好的体验了，我们这边稍后也会跟店内去沟通，然后咱们是想要一个合理的说法，给咱们一个合理的解决方案,131740,142100
1728970613252812801,坐席,的女士。,142640,143030
1728970613252812801,坐席,这边跟您核实一下。,143470,144910
1728970613252812801,坐席,咱们是张女士吗？,145310,146820
1728970613252812801,客户,对。,147250,147940
1728970613252812801,坐席,咱们是车主吗？,148360,149000
1728970613252812801,客户,对，我是车主。,149000,150400
1728970613252812801,坐席,然后咱的车牌号码是否是gf？,150400,153610
1728970613252812801,坐席,B然后ab的b然后八九七七。,154070,156860
1728970613252812801,坐席,咱们购买的是什么车辆？女士大众id六close。,157290,160780
1728970613252812801,坐席,Id六pro的是pro吗？,161080,163260
1728970613252812801,坐席,咱们购车的日期是20二三年对吗？,163540,166340
1728970613252812801,客户,二月二号也不是二月三号。,166340,168410
1728970613252812801,坐席,好的，了解了女士咱们的后备箱是否有加装，其他东西没有加装。,169570,175380
1728970613252812801,客户,什么都没放。,175900,177010
1728970613252812801,坐席,然后目前它现在已经是漏水的状态。,178300,181180
1728970613252812801,客户,都后备箱已经都满了水。,181180,183430
1728970613252812801,坐席,都满了，然后咱们店内是现在在帮助咱们维修，但是咱们现在想要店内给咱们一个合理的说法，,183780,189990
1728970613252812801,坐席,我们目前咱们跟店内沟通，然后也请咱们耐心等待一下，这边马上帮您去沟通，女士。,192130,197880
1728970613252812801,坐席,好的。,197950,198700
1728970613252812801,坐席,这边先不打扰您了女士。,199510,201150
1728970622983598082,坐席,Vip专家坐席九二七号为您服务，尊敬的一汽大众车主您好，我能为您做些什么？,1060,8330
1728970622983598082,客户,你好，我想问一下。,9900,11660
1728970622983598082,客户,再去营业停不了。,12840,14290
1728970622983598082,坐席,您说什么先生抱歉，没太听清楚。,14770,17210
1728970622983598082,客户,我说我这个车机在线。,18010,19410
1728970622983598082,坐席,音乐听不了，,19410,20590
1728970622983598082,坐席,车机的在线音乐听不了，您是大众的什么车先生多大排量的？,20930,25680
1728970622983598082,客户,揽询三八零。,26590,27750
1728970622983598082,坐席,揽询的三八零的，然后您现在说的是咱们车联网的车机，咱们多功能的大屏，您现在想在线听音乐，但是它,27750,37180
1728970622983598082,坐席,听不了是吗？,37310,38520
1728970622983598082,坐席,对，它页面现在听不了音乐，它提示的是什么？,39110,43190
1728970622983598082,客户,提示驾驶证。,44060,44860
1728970622983598082,坐席,提示家版是吧？,45070,47170
1728970622983598082,坐席,您之前他能正常用吗？,49090,51180
1728970622983598082,坐席,之前的话您在线听音乐，它能不能正常使用？,52830,57210
1728970622983598082,客户,我一直也没用过。,57470,58850
1728970622983598082,坐席,您这样先生，我想问一下现在您的车联网车机账号您登没登上，有没有登录您的账号？,59100,66960
1728970622983598082,客户,登录的。,67950,68830
1728970622983598082,坐席,但是登录。,68830,69670
1728970622983598082,客户,其实没有流量，不知道为啥。,69670,71610
1728970622983598082,坐席,它提示什么没有流量。,72020,73890
1728970622983598082,客户,对五叉流量位置可以试一下。,74720,77680
1728970622983598082,坐席,您这样先生您看一下您的车机，,78220,81510
1728970622983598082,坐席,车机里面的话您找一下主的页面有一个叫设置的选项，李先生您看一下，先找一下。,81830,88850
1728970622983598082,客户,手机里面是对。,90700,92140
1728970622983598082,坐席,车机的设置,92140,93600
1728970622983598082,坐席,找设置的选项。,93870,95480
1728970622983598082,坐席,找到了吗？,97930,99270
1728970622983598082,客户,找到。,99750,100350
1728970622983598082,坐席,设置的选项之后，您在里面找有一个叫在线服务，,100350,104710
1728970622983598082,坐席,看到了吗？,104990,106350
1728970622983598082,客户,知道了。,106840,107780
1728970622983598082,坐席,在线服务里面有一个叫内置数据，您看一下。,108150,111680
1728970622983598082,客户,内置数据对。,113300,114020
1728970622983598082,坐席,要把它打开的勾选打开的。,114020,117170
1728970622983598082,客户,现在就可以了。,117950,119030
1728970622983598082,坐席,已经是开着的。,119030,120560
1728970622983598082,客户,对。,122020,122520
1728970622983598082,坐席,勾选是打开的，您除了在线音乐以外，其他的一些功能，比如说一些在线的电台这些他能正常用吗？,125990,133900
1728970622983598082,客户,都用不了。,134560,135570
1728970622983598082,坐席,都是用不了的，它现在显示的是什么？一直提示车机。,135860,140700
1728970622983598082,坐席,加载是吧？,140950,142510
1728970622983598082,客户,对。,143750,144310
1728970622983598082,坐席,您这样先生，如果说您新相关的都是用不了的话，我们建议您稍后再看看，说您车辆的话所处的信号地带看一下它是否,148220,158890
1728970622983598082,坐席,良好。,158990,159630
1728970622983598082,坐席,现在我那个app。,161170,162930
1728970622983598082,客户,做什么座椅，,162930,163970
1728970622983598082,客户,去以后他提示让我,164230,165660
1728970622983598082,客户,实名认证处理我。,165950,167540
1728970622983598082,坐席,您可能是没有进行实名认证，先生，您得进行实名认证，他才能够您车联网，,167790,174860
1728970622983598082,坐席,您得是正常的绑定，就成功绑定之后它才能够正常使用的。,174990,180000
1728970622983598082,客户,但是我已经提交了。,181130,182370
1728970622983598082,客户,是想要买小孩的是吧？,182630,183790
1728970622983598082,坐席,您提交之后的话他们也需要审核的，您先等一等先生。,184030,187990
1728970622983598082,客户,好吧？,189550,190420
1728970622983598082,坐席,然后您先观察看看先生您先等一等，然后后续如果有什么疑问，您再跟我们联系好吧？,191300,197280
1728970622983598082,客户,好好。,198010,198450
1728970622983598082,坐席,也请您对本次服务做评价，生活愉快，再见。,198450,202600
1728970615261884418,坐席,您好同事为您服务。,1580,3500
1728970615261884418,客户,你好。,3870,4610
1728970615261884418,坐席,我知道。,4860,6540
1728970615261884418,客户,我三月份买的蓝鲸大众蓝鲸。,6540,9780
1728970615261884418,坐席,购买的是两千三八零对吗先生？,11000,13280
1728970615261884418,客户,三八零对好的。,13280,15260
1728970615261884418,客户,现在最近连续出现四次故障，现在都,16660,20480
1728970615261884418,客户,显示什么驱动系统故障什么的。,21760,24370
1728970615261884418,客户,请说我们是,24740,25530
1728970615261884418,客户,就是发动不着车发动不着，,27080,28500
1728970615261884418,客户,有时候在大道上开的车，,28960,31550
1728970615261884418,客户,你等红绿灯的时候你发现不着的也这样式的，,32080,34490
1728970615261884418,客户,已经连续四回了都。,34750,36070
1728970615261884418,坐席,抱歉先生，您的意思是仪表提示驱动系统故障，然后出现过的地址对吗？,37190,42540
1728970615261884418,客户,对。,42670,44060
1728970615261884418,客户,发动不了车。,44720,46270
1728970615261884418,坐席,是从什么时间开始出现这个情况的？,46640,48930
1728970615261884418,客户,都这个月。,49170,50400
1728970615261884418,客户,今天一次，,51060,52310
1728970615261884418,客户,反正一这一周之内就撕毁了。,53330,56130
1728970615261884418,坐席,八月份开始仪表提示驱动系统故障出现这个情况之后的话，车辆能开吗？,56350,62630
1728970615261884418,客户,动不了咋开？,62630,64080
1728970615261884418,客户,发动不了的。,64340,65310
1728970615261884418,坐席,无法启动。,65750,66830
1728970615261884418,客户,对，无法启动。,67210,69140
1728970615261884418,坐席,您这边有到服务站检查过吗？先生？,69390,71430
1728970615261884418,客户,去了，他们跟我们电脑解,71430,73520
1728970615261884418,客户,有没有故障码，我也没找过什么原因，也是先生。,73780,76740
1728970615261884418,坐席,如果目前您车就无法启动，我们这边可以先给您安排救援，然后关于车辆的话，,76740,82710
1728970615261884418,坐席,具体是什么原因导致出现故障的，我们后续让4S店再帮您详细简单确认一下，您看可以吗先生？,82840,89780
1728970615261884418,客户,可以，但是真是连续,89990,92570
1728970615261884418,客户,太频繁了。,92820,93710
1728970615261884418,坐席,确实给您带来不便了，我这边核实一下您的个人信息，您车是今年的,93950,100050
1728970615261884418,坐席,几月份购买的？,100400,101570
1728970615261884418,客户,三月份。,101830,102950
1728970615261884418,客户,二月一号那天休了，十二月份可以从北京那边,103240,105960
1728970615261884418,客户,返回的。,106420,107250
1728970615261884418,坐席,今年的三月份购车车牌号码的话是。,107970,112170
1728970615261884418,客户,九。,112170,112530
1728970615261884418,坐席,七五二三。,112530,114270
1728970615261884418,坐席,您是车主行，风行先生，对是。,114390,117350
1728970615261884418,坐席,蓝鲸三八零。,117960,119080
1728970615261884418,客户,我都不懂，三八零就是330。,119080,121810
1728970615261884418,客户,三十三万六千九那一款不太好。,122040,123680
1728970615261884418,坐席,您针对这个情况目前是想通过哪家店检查先生。,124830,128190
1728970615261884418,客户,我们当地他是有一家4S店，但是,128190,130540
1728970615261884418,客户,他都说要来查不出来啥原因啥的，就是有什么犯毛病。,130760,135000
1728970615261884418,坐席,理解您的担心是这样的，您可以让服务站详细帮您先检查确认一下，店内处理，,136050,141640
1728970615261884418,坐席,不了的话，后续可以通过向厂家寻求技术支持的寻找帮助，行。,141750,147550
1728970615261884418,坐席,您看是想到哪家店先检查确认先生。,147890,150930
1728970615261884418,客户,还在这家4S店。,150930,152980
1728970615261884418,坐席,您的位置现在是在海拉尔对吧？,153440,155650
1728970615261884418,客户,对。,155870,156470
1728970615261884418,坐席,海拉尔的话我们查看有一家是叫,156470,159600
1728970615261884418,坐席,呼伦贝尔华通对吗？,159850,161600
1728970615261884418,客户,对。,161870,162430
1728970615261884418,坐席,是位置是在海拉尔,162430,164710
1728970615261884418,坐席,区雅阁石路是这一家，您购车店也是他们家吗？,165240,168870
1728970615261884418,客户,不是。,169260,170110
1728970615261884418,坐席,前几天的话也是通过这家店检测的，对吗？,170580,174260
1728970615261884418,坐席,可以，我们稍后就再次联系在内，通过4S店确认一下目前这个情况该怎么处理。,174510,179150
1728970615261884418,坐席,那想核实一下就目前的问题，我们稍后是需要按照投诉处理还是按照咨询处理。,179150,184230
1728970615261884418,客户,我想要投诉,184230,185290
1728970615261884418,客户,怎么不投诉他的，他现在是新车，出了毛病咋整的话，,185390,188800
1728970615261884418,客户,以后咋开都不是,189180,190840
1728970615261884418,客户,心里都没有底了，都不敢开了，都有阴影了都。,191100,193420
1728970615261884418,坐席,首先针对车辆问题的话，确实是给您带来不便了，我们这边就立刻联系4S店，目前的话针对车辆问题，您这边需要尽快解决问题对吗？,193750,202610
1728970615261884418,客户,可以。,203050,204250
1728970615261884418,坐席,我们,204250,205080
1728970615261884418,坐席,联系4S店，您这边先保持手机畅通，您看还有其他问题吗？,205400,209060
1728970615261884418,坐席,没有了。,209310,209750
1728970615261884418,客户,谢谢不客气。,209750,210590
1728970615261884418,坐席,应该的，请您稍后对本次服务做个评价，感谢您的致电，再见。,210590,215070
1728970615261884418,坐席,好的，再见。,215190,215990
1728970616146882561,客户,您好，十级客服代表三二九为您服务，您好，投诉说起为您服务。,0,8490
1728970616146882561,坐席,你好。,9100,10690
1728970616146882561,坐席,我想投资一下你们武汉的,11880,14510
1728970616146882561,坐席,在福尔汽车销售服务公司，,15040,17520
1728970616146882561,坐席,服务态度差。,17840,19030
1728970616146882561,客户,先生您遇到什么问题了先生遇到问题。,19400,24040
1728970616146882561,坐席,我抱着一个g级为客户解决的态度，,24040,27000
1728970616146882561,坐席,各种推脱，然后排队也不反正过，,28640,33930
1728970616146882561,坐席,那种服务态度应该不是我想看到的。,35080,38400
1728970616146882561,客户,抱歉给您带来不便了，然后跟您核对一下，您是彭先生对吗？,39040,44520
1728970616146882561,坐席,对，好的。,44630,46270
1728970616146882561,客户,然后咱们的车牌号是a六up九零对吗？,46270,51560
1728970616146882561,坐席,对。,51910,52430
1728970616146882561,客户,车辆是新速腾，gp一点六l这一款。,52430,55880
1728970616146882561,客户,好的先生，然后您要投诉的是武汉富尔汽车销售服务有限公司是服务态度相关的问题，先生您遇到的问题的话是在什么时候发生的？遇到什么问题了？,57220,68930
1728970616146882561,坐席,我告诉你我从买这个车十年到后，我讲给你听你再说给不了多少钱。,69130,73920
1728970616146882561,坐席,我当时买那个车直接我成交了之后，这个车直接从车库里提出来，,74350,81560
1728970616146882561,坐席,直接,81670,83060
1728970616146882561,坐席,开走了，我没有看到他上线检测，,83450,86540
1728970616146882561,坐席,没有看到它走程序，导致我一千多公里的时候在高速上面的时候，,87010,92460
1728970616146882561,坐席,故障码一下子亮了四个，因为当时可能我接触这个车子也没什么经验，,93110,100410
1728970616146882561,坐席,一下降了四个灯，可能我感觉到很害怕，但是我都不敢开了，我又不知道怎么办，在高速上面我又不能停下来，,100470,107480
1728970616146882561,坐席,当时就吓傻了，我就带着老婆带着孩子，,107640,110740
1728970616146882561,坐席,后来就打4S店的电话，他说你慢点开慢一点，,111160,116450
1728970616146882561,坐席,还在店里。,117120,117640
1728970616146882561,坐席,后轮胎到店里面已经检测了是什么问题了？,119060,122090
1728970616146882561,坐席,右前轮的轮速传感器的不是有一条线一一段线，,122430,129450
1728970616146882561,坐席,这个线没有卡在卡子上面，,129530,132370
1728970616146882561,坐席,他卡卡在外面没有卡上去。,133070,136630
1728970616146882561,坐席,后来我跟你们不是应该新车交付在客户手上，,137430,140570
1728970616146882561,坐席,应该是,141130,141690
1728970616146882561,坐席,通过检测通过检查一遍交付。,141930,145380
1728970616146882561,坐席,他说这个东西不好说，他说这个东西是你自己弄掉的，他说,145800,148850
1728970616146882561,坐席,我自己把它拆下来，为什么其他几个不掉了，这么多年都没有掉，就躺在那个线就那个位置掉了，而且是我自己弄掉的。,151080,159240
1728970616146882561,客户,了解先生。,161080,162210
1728970616146882561,客户,因为说这边看到您在大概二一年的时候有投诉过家电一个问题是abs故障灯亮起的问题，对吗？,162660,171190
1728970616146882561,坐席,对。,172060,172490
1728970616146882561,坐席,而且故障灯四个传感器的传感器我换完了，,172840,179120
1728970616146882561,坐席,我不知道是我不会开车还是怎么，为什么这车到我手上就是这样的？,180580,185010
1728970616146882561,坐席,不是在修车，就是在修车的路上。,185610,187560
1728970616146882561,坐席,四四个轮毂车那就换完了。,189720,191800
1728970616146882561,客户,了解先生给您带来不好的用车体验了，您刚才提到的服务态度差的问题是在什么时间发生的？,193580,200150
1728970616146882561,坐席,只有今天的。,200500,201370
1728970616146882561,客户,今天您去店保养吗？,201620,203880
1728970616146882561,坐席,因为,205020,205640
1728970616146882561,坐席,人寿常人去买这个坏，,207510,209930
1728970616146882561,坐席,我跟他说，我说我自己弄这个配件，,211680,214750
